card_id,girl_id,created_at
350,74,2016-10-31 1:24:53
351,74,2016-10-31 1:24:53
352,61,2016-10-31 1:24:53
353,61,2016-10-31 1:24:53
354,61,2016-10-31 1:24:53
355,43,2016-10-31 1:24:53
356,43,2016-10-31 1:24:53
357,43,2016-10-31 1:24:53
358,70,2016-10-31 1:24:53
359,70,2016-10-31 1:24:53
360,70,2016-10-31 1:24:53
361,75,2016-10-31 1:24:53
362,75,2016-10-31 1:24:53
363,75,2016-10-31 1:24:53
364,65,2016-10-31 1:24:53
365,65,2016-10-31 1:24:53
366,65,2016-10-31 1:24:53
367,85,2016-10-31 1:24:53
368,85,2016-10-31 1:24:53
369,85,2016-10-31 1:24:53
370,84,2016-10-31 1:24:53
371,84,2016-10-31 1:24:53
372,84,2016-10-31 1:24:53
373,60,2016-10-31 1:24:53
374,60,2016-10-31 1:24:53
375,60,2016-10-31 1:24:53
376,49,2016-10-31 1:24:53
377,49,2016-10-31 1:24:53
378,49,2016-10-31 1:24:53
379,21,2016-10-31 1:24:53
380,21,2016-10-31 1:24:53
381,21,2016-10-31 1:24:53
382,72,2016-10-31 1:24:53
383,72,2016-10-31 1:24:53
384,72,2016-10-31 1:24:53
385,58,2016-10-31 1:24:53
386,58,2016-10-31 1:24:53
387,58,2016-10-31 1:24:53
388,1,2016-10-31 1:24:53
389,1,2016-10-31 1:24:53
390,1,2016-10-31 1:24:53
391,14,2016-10-31 1:24:53
392,14,2016-10-31 1:24:53
393,14,2016-10-31 1:24:53
394,30,2016-10-31 1:24:53
395,30,2016-10-31 1:24:53
396,30,2016-10-31 1:24:53
397,25,2016-10-31 1:24:53
398,25,2016-10-31 1:24:53
399,25,2016-10-31 1:24:53
400,76,2016-10-31 1:24:53
401,76,2016-10-31 1:24:53
402,76,2016-10-31 1:24:53
403,44,2016-10-31 1:24:53
404,44,2016-10-31 1:24:53
405,44,2016-10-31 1:24:53
406,53,2016-10-31 1:24:53
407,53,2016-10-31 1:24:53
408,53,2016-10-31 1:24:53
409,13,2016-10-31 1:24:53
410,13,2016-10-31 1:24:53
411,13,2016-10-31 1:24:53
412,8,2016-10-31 1:24:53
413,8,2016-10-31 1:24:53
414,8,2016-10-31 1:24:53
415,22,2016-10-31 1:24:53
416,22,2016-10-31 1:24:53
417,22,2016-10-31 1:24:53
418,27,2016-10-31 1:24:53
419,27,2016-10-31 1:24:53
420,27,2016-10-31 1:24:53
421,68,2016-10-31 1:24:53
422,68,2016-10-31 1:24:53
423,68,2016-10-31 1:24:53
424,48,2016-10-31 1:24:53
425,48,2016-10-31 1:24:53
426,48,2016-10-31 1:24:53
427,64,2016-10-31 1:24:53
428,64,2016-10-31 1:24:53
429,64,2016-10-31 1:24:53
430,80,2016-10-31 1:24:53
431,80,2016-10-31 1:24:53
432,80,2016-10-31 1:24:53
433,74,2016-10-31 1:24:53
434,74,2016-10-31 1:24:53
435,74,2016-10-31 1:24:53
436,69,2016-10-31 1:24:53
437,69,2016-10-31 1:24:53
438,69,2016-10-31 1:24:53
439,19,2016-10-31 1:24:53
440,19,2016-10-31 1:24:53
441,19,2016-10-31 1:24:53
442,51,2016-10-31 1:24:53
443,51,2016-10-31 1:24:53
444,51,2016-10-31 1:24:53
445,71,2016-10-31 1:24:53
446,71,2016-10-31 1:24:53
447,71,2016-10-31 1:24:53
448,67,2016-10-31 1:24:53
449,67,2016-10-31 1:24:53
450,67,2016-10-31 1:24:53
451,86,2016-10-31 1:24:53
452,86,2016-10-31 1:24:53
453,86,2016-10-31 1:24:53
454,57,2016-10-31 1:24:53
455,57,2016-10-31 1:24:53
456,57,2016-10-31 1:24:53
457,52,2016-10-31 1:24:53
458,52,2016-10-31 1:24:53
459,52,2016-10-31 1:24:53
460,66,2016-10-31 1:24:53
461,66,2016-10-31 1:24:53
462,66,2016-10-31 1:24:53
463,48,2016-10-31 1:24:53
464,48,2016-10-31 1:24:53
465,48,2016-10-31 1:24:53
466,55,2016-10-31 1:24:53
467,55,2016-10-31 1:24:53
468,55,2016-10-31 1:24:53
469,45,2016-10-31 1:24:53
470,45,2016-10-31 1:24:53
471,45,2016-10-31 1:24:53
472,68,2016-10-31 1:24:53
473,68,2016-10-31 1:24:53
474,68,2016-10-31 1:24:53
475,57,2016-10-31 1:24:53
476,57,2016-10-31 1:24:53
477,57,2016-10-31 1:24:53
478,62,2016-10-31 1:24:53
479,62,2016-10-31 1:24:53
480,62,2016-10-31 1:24:53
481,71,2016-10-31 1:24:53
482,71,2016-10-31 1:24:53
483,71,2016-10-31 1:24:53
484,36,2016-10-31 1:24:53
485,36,2016-10-31 1:24:53
486,36,2016-10-31 1:24:53
487,81,2016-10-31 1:24:53
488,81,2016-10-31 1:24:53
489,81,2016-10-31 1:24:53
490,78,2016-10-31 1:24:53
491,78,2016-10-31 1:24:53
492,78,2016-10-31 1:24:53
493,62,2016-10-31 1:24:53
494,62,2016-10-31 1:24:53
495,62,2016-10-31 1:24:53
496,64,2016-10-31 1:24:53
497,64,2016-10-31 1:24:53
498,64,2016-10-31 1:24:53
499,80,2016-10-31 1:24:53
500,80,2016-10-31 1:24:53
501,80,2016-10-31 1:24:53
502,75,2016-10-31 1:24:53
503,75,2016-10-31 1:24:53
504,75,2016-10-31 1:24:53
505,44,2016-10-31 1:24:53
506,44,2016-10-31 1:24:53
507,44,2016-10-31 1:24:53
508,54,2016-10-31 1:24:53
509,54,2016-10-31 1:24:53
510,54,2016-10-31 1:24:53
511,73,2016-10-31 1:24:53
512,73,2016-10-31 1:24:53
513,73,2016-10-31 1:24:53
514,74,2016-10-31 1:24:53
515,74,2016-10-31 1:24:53
516,74,2016-10-31 1:24:53
517,58,2016-10-31 1:24:53
518,58,2016-10-31 1:24:53
519,58,2016-10-31 1:24:53
520,76,2016-10-31 1:24:53
521,76,2016-10-31 1:24:53
522,76,2016-10-31 1:24:53
523,70,2016-10-31 1:24:53
524,70,2016-10-31 1:24:53
525,70,2016-10-31 1:24:53
526,65,2016-10-31 1:24:53
527,65,2016-10-31 1:24:53
528,65,2016-10-31 1:24:53
529,72,2016-10-31 1:24:53
530,72,2016-10-31 1:24:53
531,72,2016-10-31 1:24:53
532,45,2016-10-31 1:24:53
533,45,2016-10-31 1:24:53
534,45,2016-10-31 1:24:53
535,43,2016-10-31 1:24:53
536,43,2016-10-31 1:24:53
537,43,2016-10-31 1:24:53
538,67,2016-10-31 1:24:53
539,67,2016-10-31 1:24:53
540,67,2016-10-31 1:24:53
541,61,2016-10-31 1:24:53
542,61,2016-10-31 1:24:53
543,61,2016-10-31 1:24:53
544,62,2016-10-31 1:24:53
545,62,2016-10-31 1:24:53
546,62,2016-10-31 1:24:53
547,77,2016-10-31 1:24:53
548,77,2016-10-31 1:24:53
549,77,2016-10-31 1:24:53
550,60,2016-10-31 1:24:53
551,60,2016-10-31 1:24:53
552,60,2016-10-31 1:24:53
553,50,2016-10-31 1:24:53
554,50,2016-10-31 1:24:53
555,50,2016-10-31 1:24:53
556,70,2016-10-31 1:24:53
557,70,2016-10-31 1:24:53
558,70,2016-10-31 1:24:53
559,88,2016-10-31 1:24:53
560,88,2016-10-31 1:24:53
561,88,2016-10-31 1:24:53
562,87,2016-10-31 1:24:53
563,87,2016-10-31 1:24:53
564,87,2016-10-31 1:24:53
565,44,2016-10-31 1:24:53
566,44,2016-10-31 1:24:53
567,44,2016-10-31 1:24:53
568,46,2016-10-31 1:24:53
569,46,2016-10-31 1:24:53
570,46,2016-10-31 1:24:53
571,19,2016-10-31 1:24:53
572,19,2016-10-31 1:24:53
573,19,2016-10-31 1:24:53
574,64,2016-10-31 1:24:53
575,64,2016-10-31 1:24:53
576,64,2016-10-31 1:24:53
577,56,2016-10-31 1:24:53
578,56,2016-10-31 1:24:53
579,56,2016-10-31 1:24:53
580,49,2016-10-31 1:24:53
581,49,2016-10-31 1:24:53
582,49,2016-10-31 1:24:53
583,71,2016-10-31 1:24:53
584,71,2016-10-31 1:24:53
585,71,2016-10-31 1:24:53
586,79,2016-10-31 1:24:53
587,79,2016-10-31 1:24:53
588,79,2016-10-31 1:24:53
589,74,2016-10-31 1:24:53
590,74,2016-10-31 1:24:53
591,74,2016-10-31 1:24:53
592,66,2016-10-31 1:24:53
593,66,2016-10-31 1:24:53
594,66,2016-10-31 1:24:53
595,44,2016-10-31 1:24:53
596,44,2016-10-31 1:24:53
597,44,2016-10-31 1:24:53
598,57,2016-10-31 1:24:53
599,57,2016-10-31 1:24:53
600,57,2016-10-31 1:24:53
601,61,2016-10-31 1:24:53
602,61,2016-10-31 1:24:53
603,61,2016-10-31 1:24:53
604,67,2016-10-31 1:24:53
605,67,2016-10-31 1:24:53
606,67,2016-10-31 1:24:53
607,69,2016-10-31 1:24:53
608,69,2016-10-31 1:24:53
609,69,2016-10-31 1:24:53
610,75,2016-10-31 1:24:53
611,75,2016-10-31 1:24:53
612,75,2016-10-31 1:24:53
613,78,2016-10-31 1:24:53
614,78,2016-10-31 1:24:53
615,78,2016-10-31 1:24:53
616,89,2016-10-31 1:24:53
617,20,2016-10-31 1:24:53
618,20,2016-10-31 1:24:53
619,20,2016-10-31 1:24:53
620,43,2016-10-31 1:24:53
621,43,2016-10-31 1:24:53
622,43,2016-10-31 1:24:53
623,70,2016-10-31 1:24:53
624,70,2016-10-31 1:24:53
625,70,2016-10-31 1:24:53
626,71,2016-10-31 1:24:53
627,71,2016-10-31 1:24:53
628,71,2016-10-31 1:24:53
629,55,2016-10-31 1:24:53
630,55,2016-10-31 1:24:53
631,55,2016-10-31 1:24:53
632,21,2016-10-31 1:24:53
633,21,2016-10-31 1:24:53
634,21,2016-10-31 1:24:53
635,72,2016-10-31 1:24:53
636,72,2016-10-31 1:24:53
637,72,2016-10-31 1:24:53
638,76,2016-10-31 1:24:53
639,76,2016-10-31 1:24:53
640,76,2016-10-31 1:24:53
641,65,2016-10-31 1:24:53
642,65,2016-10-31 1:24:53
643,65,2016-10-31 1:24:53
644,68,2016-10-31 1:24:53
645,68,2016-10-31 1:24:53
646,68,2016-10-31 1:24:53
647,69,2016-10-31 1:24:53
648,69,2016-10-31 1:24:53
649,69,2016-10-31 1:24:53
650,46,2016-10-31 1:24:53
651,46,2016-10-31 1:24:53
652,46,2016-10-31 1:24:53
653,70,2016-10-31 1:24:53
654,70,2016-10-31 1:24:53
655,70,2016-10-31 1:24:53
656,78,2016-10-31 1:24:53
657,78,2016-10-31 1:24:53
658,78,2016-10-31 1:24:53
659,77,2016-10-31 1:24:53
660,77,2016-10-31 1:24:53
661,77,2016-10-31 1:24:53
662,45,2016-10-31 1:24:53
663,45,2016-10-31 1:24:53
664,45,2016-10-31 1:24:53
665,50,2016-10-31 1:24:53
666,50,2016-10-31 1:24:53
667,50,2016-10-31 1:24:53
668,61,2016-10-31 1:24:53
669,61,2016-10-31 1:24:53
670,61,2016-10-31 1:24:53
671,60,2016-10-31 1:24:53
672,60,2016-10-31 1:24:53
673,60,2016-10-31 1:24:53
674,79,2016-10-31 1:24:53
675,79,2016-10-31 1:24:53
676,79,2016-10-31 1:24:53
677,64,2016-10-31 1:24:53
678,64,2016-10-31 1:24:53
679,64,2016-10-31 1:24:53
680,73,2016-10-31 1:24:53
681,73,2016-10-31 1:24:53
682,73,2016-10-31 1:24:53
683,67,2016-10-31 1:24:53
683,75,2016-10-31 1:24:53
684,67,2016-10-31 1:24:53
684,75,2016-10-31 1:24:53
685,67,2016-10-31 1:24:53
685,75,2016-10-31 1:24:53
686,67,2016-10-31 1:24:53
686,75,2016-10-31 1:24:53
687,48,2016-10-31 1:24:53
688,48,2016-10-31 1:24:53
689,48,2016-10-31 1:24:53
690,49,2016-10-31 1:24:53
691,49,2016-10-31 1:24:53
692,49,2016-10-31 1:24:53
693,19,2016-10-31 1:24:53
694,19,2016-10-31 1:24:53
695,19,2016-10-31 1:24:53
696,41,2016-10-31 1:24:53
697,41,2016-10-31 1:24:53
698,41,2016-10-31 1:24:53
699,74,2016-10-31 1:24:53
700,74,2016-10-31 1:24:53
701,74,2016-10-31 1:24:53
702,43,2016-10-31 1:24:53
703,43,2016-10-31 1:24:53
704,43,2016-10-31 1:24:53
705,75,2016-10-31 1:24:53
706,75,2016-10-31 1:24:53
707,75,2016-10-31 1:24:53
708,65,2016-10-31 1:24:53
709,65,2016-10-31 1:24:53
710,65,2016-10-31 1:24:53
711,80,2016-10-31 1:24:53
712,80,2016-10-31 1:24:53
713,80,2016-10-31 1:24:53
714,54,2016-10-31 1:24:53
715,54,2016-10-31 1:24:53
716,54,2016-10-31 1:24:53
717,75,2016-10-31 1:24:53
718,75,2016-10-31 1:24:53
719,75,2016-10-31 1:24:53
720,67,2016-10-31 1:24:53
721,67,2016-10-31 1:24:53
722,67,2016-10-31 1:24:53
723,25,2016-10-31 1:24:53
724,25,2016-10-31 1:24:53
725,25,2016-10-31 1:24:53
726,65,2016-10-31 1:24:53
727,65,2016-10-31 1:24:53
728,65,2016-10-31 1:24:53
729,73,2016-10-31 1:24:53
730,73,2016-10-31 1:24:53
731,73,2016-10-31 1:24:53
732,53,2016-10-31 1:24:53
733,53,2016-10-31 1:24:53
734,53,2016-10-31 1:24:53
735,41,2016-10-31 1:24:53
736,41,2016-10-31 1:24:53
737,41,2016-10-31 1:24:53
738,60,2016-10-31 1:24:53
739,60,2016-10-31 1:24:53
740,60,2016-10-31 1:24:53
741,63,2016-10-31 1:24:53
742,63,2016-10-31 1:24:53
743,63,2016-10-31 1:24:53
744,50,2016-10-31 1:24:53
745,50,2016-10-31 1:24:53
746,50,2016-10-31 1:24:53
747,21,2016-10-31 1:24:53
747,71,2016-10-31 1:24:53
748,21,2016-10-31 1:24:53
748,71,2016-10-31 1:24:53
749,21,2016-10-31 1:24:53
749,71,2016-10-31 1:24:53
750,21,2016-10-31 1:24:53
750,71,2016-10-31 1:24:53
751,92,2016-10-31 1:24:53
752,92,2016-10-31 1:24:53
753,92,2016-10-31 1:24:53
754,93,2016-10-31 1:24:53
755,93,2016-10-31 1:24:53
756,93,2016-10-31 1:24:53
757,73,2016-10-31 1:24:53
758,73,2016-10-31 1:24:53
759,73,2016-10-31 1:24:53
760,68,2016-10-31 1:24:53
761,68,2016-10-31 1:24:53
762,68,2016-10-31 1:24:53
763,55,2016-10-31 1:24:53
764,55,2016-10-31 1:24:53
765,55,2016-10-31 1:24:53
766,47,2016-10-31 1:24:53
767,47,2016-10-31 1:24:53
768,47,2016-10-31 1:24:53
769,21,2016-10-31 1:24:53
770,21,2016-10-31 1:24:53
771,21,2016-10-31 1:24:53
772,33,2016-10-31 1:24:53
773,33,2016-10-31 1:24:53
774,33,2016-10-31 1:24:53
775,49,2016-10-31 1:24:53
776,49,2016-10-31 1:24:53
777,49,2016-10-31 1:24:53
778,53,2016-10-31 1:24:53
779,53,2016-10-31 1:24:53
780,53,2016-10-31 1:24:53
781,67,2016-10-31 1:24:53
782,67,2016-10-31 1:24:53
783,67,2016-10-31 1:24:53
784,72,2016-10-31 1:24:53
785,72,2016-10-31 1:24:53
786,72,2016-10-31 1:24:53
787,42,2016-10-31 1:24:53
788,42,2016-10-31 1:24:53
789,42,2016-10-31 1:24:53
790,63,2016-10-31 1:24:53
791,63,2016-10-31 1:24:53
792,63,2016-10-31 1:24:53
793,61,2016-10-31 1:24:53
794,61,2016-10-31 1:24:53
795,61,2016-10-31 1:24:53
796,59,2016-10-31 1:24:53
797,59,2016-10-31 1:24:53
798,59,2016-10-31 1:24:53
799,57,2016-10-31 1:24:53
800,57,2016-10-31 1:24:53
801,57,2016-10-31 1:24:53
802,96,2016-10-31 1:24:53
803,96,2016-10-31 1:24:53
804,96,2016-10-31 1:24:53
805,96,2016-10-31 1:24:53
806,53,2016-10-31 1:24:53
807,53,2016-10-31 1:24:53
808,53,2016-10-31 1:24:53
809,74,2016-10-31 1:24:53
810,74,2016-10-31 1:24:53
811,74,2016-10-31 1:24:53
812,47,2016-10-31 1:24:53
813,47,2016-10-31 1:24:53
814,47,2016-10-31 1:24:53
815,81,2016-10-31 1:24:53
816,81,2016-10-31 1:24:53
817,81,2016-10-31 1:24:53
